name,ethnic,rate
Haspel,Middle German,1
Hatrlos,Middle German,1
Hattinger,Middle German,1
Hattingerin,Middle German,1
Hatzer,Middle German,1
Haurlosen,Middle German,1
Hautrlos,Middle German,1
Hayen,Middle German,1
Hearter,Middle German,1
Helds,Middle German,1
Heltzer,Middle German,1
Hengst,Middle German,1
Hennslin,Middle German,1
Herder,Middle German,1
Heren,Middle German,1
Herremberg,Middle German,1
Herter,Middle German,1
Heslenwangs,Middle German,1
Hetzinger,Middle German,1
Hildprands,Middle German,1
Hillerin,Middle German,1
Hilprand,Middle German,1
Hiltprand,Middle German,1
Hinderoefinn,Middle German,1
Hinderofinn,Middle German,1
Hirt,Middle German,1
Hirten,Middle German,1
Hoellenstain,Middle German,1
Hoenen,Middle German,1
Hoesslers,Middle German,1
Hofhart,Middle German,1
Hoflichs,Middle German,1
Hohmessinger,Middle German,1
Holl,Middle German,1
Hollen,Middle German,1
Hollenstain,Middle German,1
Honen,Middle German,1
Honow,Middle German,1
Horger,Middle German,1
Hossinger,Middle German,1
Hosslers,Middle German,1
Hotz,Middle German,1
Hounow,Middle German,1
Howers,Middle German,1
Huber,Middle German,1
Hulins,Middle German,1
Humlin,Middle German,1
Huober,Middle German,1
Husler,Middle German,1
Hutsch,Middle German,1
Hutschen,Middle German,1
Hutschillins,Middle German,1
Hutschin,Middle German,1
Jaeger,Middle German,1
Jager,Middle German,1
Jungst,Middle German,1
Juter,Middle German,1
Kaeller,Middle German,1
Kaesman,Middle German,1
Kaesmennin,Middle German,1
Kaisers,Middle German,1
Kaller,Middle German,1
Kasel,Middle German,1
Kasman,Middle German,1
Kasmennin,Middle German,1
Kasser,Middle German,1
Kellar,Middle German,1
Kilchherr,Middle German,1
Kilchherren,Middle German,1
Kind,Middle German,1
Klain,Middle German,1
Kluck,Middle German,1
Knell,Middle German,1
Knoblochs,Middle German,1
Knus,Middle German,1
Knussen,Middle German,1
Knuvs,Middle German,1
Knuvssen,Middle German,1
Koetman,Middle German,1
Kolb,Middle German,1
Kolbing,Middle German,1
Kolhopffin,Middle German,1
Kornhase,Middle German,1
Kotman,Middle German,1
Kraepflins,Middle German,1
Kraeplin,Middle German,1
Krantz,Middle German,1
Krapflins,Middle German,1
Kraplin,Middle German,1
Krudel,Middle German,1
Krumin,Middle German,1
Krumlin,Middle German,1
Krummen,Middle German,1
Kummers,Middle German,1
Kung,Middle German,1
Kunner,Middle German,1
Kurneg,Middle German,1
Laepsch,Middle German,1
Laew,Middle German,1
Lainbart,Middle German,1
Landoltin,Middle German,1
Landoltz,Middle German,1
Lang,Middle German,1
Langen,Middle German,1
Langenbachin,Middle German,1
Langenbaechin,Middle German,1
Lapsch,Middle German,1
Lassers,Middle German,1
Laussers,Middle German,1
Law,Middle German,1
Lemm,Middle German,1
Lendlin,Middle German,1
Lidringers,Middle German,1
Liecher,Middle German,1
Lientzen,Middle German,1
Lippach,Middle German,1
Loblin,Middle German,1
Loeblin,Middle German,1
Loenlin,Middle German,1
Loew,Middle German,1
Lonlin,Middle German,1
Lotter,Middle German,1
Loucher,Middle German,1
Louchers,Middle German,1
Louffer,Middle German,1
Low,Middle German,1
Luggart,Middle German,1
Lugglinin,Middle German,1
Lugglins,Middle German,1
Luotters,Middle German,1
Lupp,Middle German,1
Luprands,Middle German,1
Lutolds,Middle German,1
Lutolt,Middle German,1
Lutters,Middle German,1
Lutzin,Middle German,1
Lux,Middle German,1
Maders,Middle German,1
Maeders,Middle German,1
Maeger,Middle German,1
Maerklin,Middle German,1
Maerklins,Middle German,1
Maeslinin,Middle German,1
Maeyerin,Middle German,1
Mager,Middle German,1
Magne,Middle German,1
Magnes,Middle German,1
Maigers,Middle German,1
Malers,Middle German,1
Marklin,Middle German,1
Marklins,Middle German,1
Marstallerin,Middle German,1
Martins,Middle German,1
Marttis,Middle German,1
Maslinin,Middle German,1
Maulers,Middle German,1
Mayer,Middle German,1
Mayerin,Middle German,1
Mayger,Middle German,1
Mearklin,Middle German,1
Merklin,Middle German,1
Meyer,Middle German,1
Meyers,Middle German,1
Michels,Middle German,1
Minsaeins,Middle German,1
Minsains,Middle German,1
Misains,Middle German,1
Molitor,Middle German,1
Muag,Middle German,1
Muchbach,Middle German,1
Muegen,Middle German,1
Muegin,Middle German,1
Muelichs,Middle German,1
Mueller,Middle German,1
Mug,Middle German,1
Mugen,Middle German,1
Mugin,Middle German,1
Mul,Middle German,1
Mulichs,Middle German,1
Mull,Middle German,1
Mullar,Middle German,1
Muller,Middle German,1
Mullers,Middle German,1
Munserin,Middle German,1
Murers,Middle German,1
Mutzhas,Middle German,1
Mutzhasen,Middle German,1
Muvl,Middle German,1
Muvll,Middle German,1
Mysner,Middle German,1
Narten,Middle German,1
Nefen,Middle German,1
Neff,Middle German,1
Nerers,Middle German,1
Nufringerin,Middle German,1
Nusplinger,Middle German,1
Nusplingerin,Middle German,1
Oehamin,Middle German,1
Oehem,Middle German,1
Oerler,Middle German,1
Oerlin,Middle German,1
Offterting,Middle German,1
Offtertings,Middle German,1
Ohamin,Middle German,1
Ohem,Middle German,1
Orler,Middle German,1
Orlin,Middle German,1
Ott,Middle German,1
Ottinger,Middle German,1
Ower,Middle German,1
Pfaffen,Middle German,1
Pfankuch,Middle German,1
Pfankuoch,Middle German,1
Pfefferlin,Middle German,1
Pfender,Middle German,1
Pfleghar,Middle German,1
Pfleghars,Middle German,1
Pfleghaur,Middle German,1
Pfleghaurs,Middle German,1
Pflugerin,Middle German,1
Pflumer,Middle German,1
Pfluogerin,Middle German,1
Pforrer,Middle German,1
Pfuser,Middle German,1
Pfyffers,Middle German,1
Plumping,Middle German,1
Radegg,Middle German,1
Ragguser,Middle German,1
Rainhartin,Middle German,1
Rall,Middle German,1
Ranfftz,Middle German,1
Rangendingers,Middle German,1
Rapolt,Middle German,1
Rapp,Middle German,1
Rappen,Middle German,1
Raunfftz,Middle German,1
Raupolt,Middle German,1
Reger,Middle German,1
Regers,Middle German,1
Rem,Middle German,1
Rentz,Middle German,1
Riblins,Middle German,1
Richenbachs,Middle German,1
Riemer,Middle German,1
Riemers,Middle German,1
Ringraeyer,Middle German,1
Ringrayer,Middle German,1
Rischer,Middle German,1
Rischers,Middle German,1
Riser,Middle German,1
Riserin,Middle German,1
Risers,Middle German,1
Roefflin,Middle German,1
Roem,Middle German,1
Roes,Middle German,1
Roeslin,Middle German,1
Roetin,Middle German,1
Rofflin,Middle German,1
Rom,Middle German,1
Ros,Middle German,1
Rosemberg,Middle German,1
Rosenberg,Middle German,1
Rosenveldin,Middle German,1
Roslin,Middle German,1
Roten,Middle German,1
Rotenburg,Middle German,1
Rotenkopf,Middle German,1
Rotin,Middle German,1
Rottencopf,Middle German,1
Routen,Middle German,1
Ruegger,Middle German,1
Rueggers,Middle German,1
Ruehen,Middle German,1
Rufen,Middle German,1
Ruff,Middle German,1
Rugger,Middle German,1
Ruggers,Middle German,1
Ruggibroc,Middle German,1
Rugginbrotzz,Middle German,1
Ruh,Middle German,1
Ruhen,Middle German,1
Rulerin,Middle German,1
Rumpff,Middle German,1
Ruofen,Middle German,1
Ruoff,Middle German,1
Ruossman,Middle German,1
Russel,Middle German,1
Russman,Middle German,1
Rustrer,Middle German,1
Rutler,Middle German,1
Ryscher,Middle German,1
Ryserin,Middle German,1
Ryter,Middle German,1
Sackwebers,Middle German,1
Sailer,Middle German,1
Saltzman,Middle German,1
Schaeffer,Middle German,1
Schaeffers,Middle German,1
Schaefflin,Middle German,1
Schaelingers,Middle German,1
Schaen,Middle German,1
Schaetzlinin,Middle German,1
Schaetzlins,Middle German,1
Schaffer,Middle German,1
Schaffers,Middle German,1
Schafflin,Middle German,1
Schalingers,Middle German,1
Schan,Middle German,1
Schatzlinin,Middle German,1
Schatzlins,Middle German,1
Scheltz,Middle German,1
Scherers,Middle German,1
Schertzingerin,Middle German,1
Schidholtz,Middle German,1
Schifflers,Middle German,1
Schinwyss,Middle German,1
Schlaitz,Middle German,1
Schligel,Middle German,1
Schlotternaegillins,Middle German,1
Schlotternagillins,Middle German,1
Schmalbaggs,Middle German,1
Schmids,Middle German,1
Schmit,Middle German,1
Schnagg,Middle German,1
Schnaugg,Middle German,1
Schnitzer,Middle German,1
Schoblin,Middle German,1
Schoeblin,Middle German,1
Schoembergers,Middle German,1
Schoenstain,Middle German,1
Schoenstains,Middle German,1
Schombergers,Middle German,1
Schonstain,Middle German,1
Schonstains,Middle German,1
Schotzerin,Middle German,1
Schraetz,Middle German,1
Schratz,Middle German,1
Schribers,Middle German,1
Schuler,Middle German,1
Schulthais,Middle German,1
Schumarchers,Middle German,1
Schuoler,Middle German,1
Schuomarchers,Middle German,1
Schwartz,Middle German,1
Schwend,Middle German,1
Schyt,Middle German,1
Seewerin,Middle German,1
Segerin,Middle German,1
Selfinger,Middle German,1
Selvingers,Middle German,1
Seng,Middle German,1
Sewerin,Middle German,1
Sifrid,Middle German,1
Siglin,Middle German,1
Singers,Middle German,1
Soeler,Middle German,1
Soemler,Middle German,1
Soemlers,Middle German,1
Soler,Middle German,1
Somler,Middle German,1
Somlers,Middle German,1
Spaerwer,Middle German,1
Spannagel,Middle German,1
Sparwer,Middle German,1
Speck,Middle German,1
Spenglers,Middle German,1
Spiessmacherin,Middle German,1
Spoenin,Middle German,1
Spon,Middle German,1
Sponer,Middle German,1
Sponin,Middle German,1
Sporer,Middle German,1
Spraelling,Middle German,1
Spralling,Middle German,1
Sprengen,Middle German,1
Sprengers,Middle German,1
Staehillins,Middle German,1
Stahillins,Middle German,1
Stahlerin,Middle German,1
Stainachin,Middle German,1
Stamer,Middle German,1
Stapferin,Middle German,1
Stapffer,Middle German,1
Staymerin,Middle German,1
Stierlerin,Middle German,1
Stierlers,Middle German,1
Stifel,Middle German,1
Stilhartz,Middle German,1
Stoefflerin,Middle German,1
Stoefflers,Middle German,1
Stofflerin,Middle German,1
Stofflers,Middle German,1
Stotzer,Middle German,1
Straelers,Middle German,1
Stralers,Middle German,1
Stricher,Middle German,1
Strichers,Middle German,1
Strickerin,Middle German,1
Strickers,Middle German,1
Striker,Middle German,1
Stroemen,Middle German,1
Strom,Middle German,1
Stromaeyer,Middle German,1
Stromayer,Middle German,1
Stromen,Middle German,1
Stromeyer,Middle German,1
Stroumen,Middle German,1
Strublin,Middle German,1
Studlin,Middle German,1
Stuelinger,Middle German,1
Stuelingerin,Middle German,1
Stuelingers,Middle German,1
Stulinger,Middle German,1
Stulingerin,Middle German,1
Stulingers,Middle German,1
Sultzer,Middle German,1
Sunher,Middle German,1
Sunherr,Middle German,1
Surwin,Middle German,1
Swaigers,Middle German,1
Swartz,Middle German,1
Swartzbach,Middle German,1
Swegler,Middle German,1
Swenningner,Middle German,1
Switzer,Middle German,1
Swygglin,Middle German,1
Swytzer,Middle German,1
Syferlins,Middle German,1
Syfridin,Middle German,1
Sytz,Middle German,1
Sytzen,Middle German,1
Tanhaimerin,Middle German,1
Tapphartz,Middle German,1
Temeller,Middle German,1
Tischmesser,Middle German,1
Tobels,Middle German,1
Toberin,Middle German,1
Tobillin,Middle German,1
Tochterman,Middle German,1
Toeberin,Middle German,1
Trossinger,Middle German,1
Trossingers,Middle German,1
Truchtingerscherer,Middle German,1
Truetinger,Middle German,1
Trutwin,Middle German,1
Tufel,Middle German,1
Tulgast,Middle German,1
Tullgast,Middle German,1
Tunninger,Middle German,1
Tuolgast,Middle German,1
Tutschmans,Middle German,1
Ubelher,Middle German,1
Uelins,Middle German,1
Ulinger,Middle German,1
Ulins,Middle German,1
under Katzenstig,Middle German,1
Ungillins,Middle German,1
Unrat,Middle German,1
Unraut,Middle German,1
Uolinger,Middle German,1
Vackler,Middle German,1
Vaeckler,Middle German,1
Vaeler,Middle German,1
Vaelerin,Middle German,1
Vaesch,Middle German,1
Vaeschen,Middle German,1
Vaesser,Middle German,1
Valer,Middle German,1
Valerin,Middle German,1
Vasch,Middle German,1
Vaschen,Middle German,1
Vasser,Middle German,1
Vell,Middle German,1
Veringer,Middle German,1
Veringers,Middle German,1
Vesar,Middle German,1
Vesars,Middle German,1
Vetter,Middle German,1
Vetzer,Middle German,1
Vichter,Middle German,1
Vichterin,Middle German,1
Vichters,Middle German,1
Videllin,Middle German,1
Vilingers,Middle German,1
Villingin,Middle German,1
Villings,Middle German,1
Vink,Middle German,1
Vischers,Middle German,1
Visel,Middle German,1
Vochentzer,Middle German,1
Vogt,Middle German,1
Volmar,Middle German,1
Volmer,Middle German,1
Vorsterin,Middle German,1
Wachter,Middle German,1
Waelhin,Middle German,1
Waeygen,Middle German,1
Wager,Middle German,1
Wahingerin,Middle German,1
Walckar,Middle German,1
Walhin,Middle German,1
Walkers,Middle German,1
Wallen,Middle German,1
Wallerin,Middle German,1
Walther,Middle German,1
Wampp,Middle German,1
Wanners,Middle German,1
Warndorff,Middle German,1
Waybel,Middle German,1
Waygen,Middle German,1
Webars,Middle German,1
Weckerlin,Middle German,1
Werkmaisterin,Middle German,1
Wernhers,Middle German,1
Wesner,Middle German,1
Widerruss,Middle German,1
Widlin,Middle German,1
Widmer,Middle German,1
Wind,Middle German,1
Winmaennin,Middle German,1
Winmann,Middle German,1
Winmannin,Middle German,1
Wirtnerin,Middle German,1
Wirtners,Middle German,1
Wirtz,Middle German,1
Wittendorf,Middle German,1
Witz,Middle German,1
Witzman,Middle German,1
Wollands,Middle German,1
Wylhain,Middle German,1
Wysshar,Middle German,1
Wysshaur,Middle German,1
Wysslin,Middle German,1
Ysenhuot,Middle German,1
Ysenhut,Middle German,1
Zaiser,Middle German,1
Zaiseriner,Middle German,1
Zaisers,Middle German,1
Zellerin,Middle German,1
Zellers,Middle German,1
Zieglerin,Middle German,1
Zorrers,Middle German,1
Zuttel,Middle German,1
Zwick,Middle German,1
Zylerin,Middle German,1
Zymmermans,Middle German,1
Andersone,Middle Scots,8
Hay,Middle Scots,8
Gray,Middle Scots,7
Smythe,Middle Scots,7
Gordoun,Middle Scots,6
Torrie,Middle Scots,5
Bauerlay,Middle Scots,4
Law,Middle Scots,4
Nicoll,Middle Scots,4
Simsone,Middle Scots,4
Stewart,Middle Scots,4
Volume,Middle Scots,4
Watsone,Middle Scots,4
Ailes,Middle Scots,3
Barnet,Middle Scots,3
Blake,Middle Scots,3
Boys,Middle Scots,3
Chalmer,Middle Scots,3
Cruikshank,Middle Scots,3
Dauidsone,Middle Scots,3
Forbes,Middle Scots,3
Forsyith,Middle Scots,3
Garioche,Middle Scots,3
Gibsone,Middle Scots,3
Hendersone,Middle Scots,3
Innes,Middle Scots,3
Kilgour,Middle Scots,3
Merser,Middle Scots,3
Nicol,Middle Scots,3
Reid,Middle Scots,3
Ross,Middle Scots,3
Tailzeour,Middle Scots,3
Adame,Middle Scots,2
Anderston,Middle Scots,2
Blakburne,Middle Scots,2
Blayk,Middle Scots,2
Blinschell,Middle Scots,2
Bothuel,Middle Scots,2
Clerke,Middle Scots,2
Couttes,Middle Scots,2
Cruikshanke,Middle Scots,2
Cuming,Middle Scots,2
Davidsone,Middle Scots,2
Drone,Middle Scots,2
Duncan,Middle Scots,2
Duthie,Middle Scots,2
Fleming,Middle Scots,2
Flemyn,Middle Scots,2
Forsyithe,Middle Scots,2
Forsythe,Middle Scots,2
Foullartoun,Middle Scots,2
Fraser,Middle Scots,2
Gairden,Middle Scots,2
Guthrie,Middle Scots,2
Haket,Middle Scots,2
Halden,Middle Scots,2
Howat,Middle Scots,2
Iruing,Middle Scots,2
Irwing,Middle Scots,2
Jacson,Middle Scots,2
Jacsone,Middle Scots,2
Johnstoune,Middle Scots,2
King,Middle Scots,2
Knolles,Middle Scots,2
Leslie,Middle Scots,2
Littistar,Middle Scots,2
Logan,Middle Scots,2
Lumsden,Middle Scots,2
Lytstar,Middle Scots,2
Moir,Middle Scots,2
Ortoun,Middle Scots,2
Ortoune,Middle Scots,2
Robertsone,Middle Scots,2
Ros,Middle Scots,2
Sangster,Middle Scots,2
Steuart,Middle Scots,2
Still,Middle Scots,2
Tellie,Middle Scots,2
Than,Middle Scots,2
Thomsone,Middle Scots,2
Troup,Middle Scots,2
Wat,Middle Scots,2
Williamsone,Middle Scots,2
Willox,Middle Scots,2
Wyllie,Middle Scots,2
Abell,Middle Scots,1
Aberdour,Middle Scots,1
Addie,Middle Scots,1
Adie,Middle Scots,1
Alansoun,Middle Scots,1
Allane,Middle Scots,1
Anande,Middle Scots,1
Anderson,Middle Scots,1
Andro,Middle Scots,1
Androson,Middle Scots,1
Annand,Middle Scots,1
Arthour,Middle Scots,1
Auld,Middle Scots,1
Baird,Middle Scots,1
Bakstar,Middle Scots,1
Balmanoch,Middle Scots,1
Bannermane,Middle Scots,1
Barker,Middle Scots,1
Bartlet,Middle Scots,1
Baxtar,Middle Scots,1
Bischope,Middle Scots,1
Blaik,Middle Scots,1
Blythe,Middle Scots,1
Bothuele,Middle Scots,1
Bothwell,Middle Scots,1
Boyes,Middle Scots,1
Boyne,Middle Scots,1
Brames,Middle Scots,1
Brine,Middle Scots,1
Bron,Middle Scots,1
Broun,Middle Scots,1
Broune,Middle Scots,1
Buchane,Middle Scots,1
Burnet,Middle Scots,1
Cady,Middle Scots,1
Campbell,Middle Scots,1
Carll,Middle Scots,1
Carnecorse,Middle Scots,1
Catto,Middle Scots,1
Chayn,Middle Scots,1
Cheilles,Middle Scots,1
Chepman,Middle Scots,1
Chrystie,Middle Scots,1
Citchie,Middle Scots,1
Collie,Middle Scots,1
Con,Middle Scots,1
Coulles,Middle Scots,1
Couper,Middle Scots,1
Courage,Middle Scots,1
Cow,Middle Scots,1
Craighead,Middle Scots,1
Crewie,Middle Scots,1
Cristison,Middle Scots,1
Cristyson,Middle Scots,1
Cristysone,Middle Scots,1
Cristysun,Middle Scots,1
Crystyson,Middle Scots,1
Curlande,Middle Scots,1
Cushnie,Middle Scots,1
Cuthbert,Middle Scots,1
Cuy,Middle Scots,1
Daniell,Middle Scots,1
Dauie,Middle Scots,1
Deanes,Middle Scots,1
Dolas,Middle Scots,1
Donald,Middle Scots,1
Dow,Middle Scots,1
Dreden,Middle Scots,1
Duiguid,Middle Scots,1
Duncane,Middle Scots,1
Edward,Middle Scots,1
Elmslie,Middle Scots,1
Farquharsone,Middle Scots,1
Farquhassone,Middle Scots,1
Fergusone,Middle Scots,1
Fiddes,Middle Scots,1
Foular,Middle Scots,1
Fowlar,Middle Scots,1
Fox,Middle Scots,1
French,Middle Scots,1
Fullartoun,Middle Scots,1
Fyiff,Middle Scots,1
Gartlie,Middle Scots,1
Gawine,Middle Scots,1
Gelland,Middle Scots,1
George,Middle Scots,1
Gerret,Middle Scots,1
Gilcryste,Middle Scots,1
Glenie,Middle Scots,1
Gordon,Middle Scots,1
Gordone,Middle Scots,1
Gordoune,Middle Scots,1
Gormake,Middle Scots,1
Goslyn,Middle Scots,1
Granger,Middle Scots,1
Grangiar,Middle Scots,1
Gudsuan,Middle Scots,1
Hacat,Middle Scots,1
Hacate,Middle Scots,1
Hall,Middle Scots,1
Hantoun,Middle Scots,1
Hendrie,Middle Scots,1
Herevie,Middle Scots,1
Heruie,Middle Scots,1
Hog,Middle Scots,1
Hunter,Middle Scots,1
Hutcheon,Middle Scots,1
Iraulyn,Middle Scots,1
Jaffray,Middle Scots,1
Jaffrey,Middle Scots,1
Jake,Middle Scots,1
Jamesone,Middle Scots,1
Jhonsoun,Middle Scots,1
Johnestoune,Middle Scots,1
Johnson,Middle Scots,1
Johnstoun,Middle Scots,1
Kedie,Middle Scots,1
Kellie,Middle Scots,1
Kelman,Middle Scots,1
Kemp,Middle Scots,1
Keythe,Middle Scots,1
Lamb,Middle Scots,1
Lech,Middle Scots,1
Leeche,Middle Scots,1
Leith,Middle Scots,1
Lessell,Middle Scots,1
Lidingham,Middle Scots,1
Lillie,Middle Scots,1
Lindsay,Middle Scots,1
Linsie,Middle Scots,1
Litstar,Middle Scots,1
Littilljohne,Middle Scots,1
Logane,Middle Scots,1
Low,Middle Scots,1
Lumisden,Middle Scots,1
Lundie,Middle Scots,1
Mackie,Middle Scots,1
Mackrines,Middle Scots,1
Mar,Middle Scots,1
Martynsone,Middle Scots,1
Martyson,Middle Scots,1
Masoun,Middle Scots,1
Maxuell,Middle Scots,1
Mechalson,Middle Scots,1
Mechelson,Middle Scots,1
Mechelsone,Middle Scots,1
Mechelsoun,Middle Scots,1
Mechelsun,Middle Scots,1
Meeke,Middle Scots,1
Megus,Middle Scots,1
Menzies,Middle Scots,1
Middiltoun,Middle Scots,1
Mill,Middle Scots,1
Milne,Middle Scots,1
Moriesone,Middle Scots,1
Moubray,Middle Scots,1
Nicolsone,Middle Scots,1
Nisbit,Middle Scots,1
Norie,Middle Scots,1
Omond,Middle Scots,1
Orem,Middle Scots,1
Orum,Middle Scots,1
Paip,Middle Scots,1
Pantoune,Middle Scots,1
Paterson,Middle Scots,1
Patoun,Middle Scots,1
Patounson,Middle Scots,1
Pattone,Middle Scots,1
Peirie,Middle Scots,1
Petrie,Middle Scots,1
Philp,Middle Scots,1
Porter,Middle Scots,1
Prat,Middle Scots,1
Rainie,Middle Scots,1
Rainy,Middle Scots,1
Reiths,Middle Scots,1
Ritchie,Middle Scots,1
Robersone,Middle Scots,1
Robertson,Middle Scots,1
Robertsoune,Middle Scots,1
Rollie,Middle Scots,1
Rose,Middle Scots,1
Russell,Middle Scots,1
Sandie,Middle Scots,1
Schand,Middle Scots,1
Scheipheard,Middle Scots,1
Scherer,Middle Scots,1
Schives,Middle Scots,1
Scrogie,Middle Scots,1
Selbie,Middle Scots,1
Senzeour,Middle Scots,1
Settoun,Middle Scots,1
Sibbald,Middle Scots,1
Sime,Middle Scots,1
Simmer,Middle Scots,1
Sinclair,Middle Scots,1
Skedway,Middle Scots,1
Small,Middle Scots,1
Spens,Middle Scots,1
Stanneris,Middle Scots,1
Stewinsoune,Middle Scots,1
Story,Middle Scots,1
Stoylle,Middle Scots,1
Strang,Middle Scots,1
Sutherland,Middle Scots,1
Sym,Middle Scots,1
Tailyeour,Middle Scots,1
Turnbul,Middle Scots,1
Turner,Middle Scots,1
Vobster,Middle Scots,1
Vricht,Middle Scots,1
Wadie,Middle Scots,1
Wagrellis,Middle Scots,1
Walker,Middle Scots,1
Wer,Middle Scots,1
Wicht,Middle Scots,1
Williamsoun,Middle Scots,1
Willsoun,Middle Scots,1
Wilson,Middle Scots,1
Wilsone,Middle Scots,1
Wilsun,Middle Scots,1
Wilyamson,Middle Scots,1
Wobster,Middle Scots,1
Wode,Middle Scots,1
Woode,Middle Scots,1
Wrich,Middle Scots,1
Wricht,Middle Scots,1
Wrquhart,Middle Scots,1
Wrych,Middle Scots,1
Wrycht,Middle Scots,1
Wylsone,Middle Scots,1
Wylyamson,Middle Scots,1
Wylyhamsone,Middle Scots,1
Youngsone,Middle Scots,1
Yowng,Middle Scots,1
Yrland,Middle Scots,1
Yung,Middle Scots,1
Zoungsone,Middle Scots,1
Atreid,Mycenaean Greek,3
Pelopid,Mycenaean Greek,3
Aiakid,Mycenaean Greek,3
Kadmeid,Mycenaean Greek,3
Labdakid,Mycenaean Greek,3
Perseid,Mycenaean Greek,3
Tyndarid,Mycenaean Greek,3
Pylian,Mycenaean Greek,3
Akhaiwos,Mycenaean Greek,3
Mykenaian,Mycenaean Greek,3
Tirynthian,Mycenaean Greek,2
Orchomenid,Mycenaean Greek,2
Theban,Mycenaean Greek,2
Knossian,Mycenaean Greek,2
Atrytonid,Mycenaean Greek,2
Wanaktid,Mycenaean Greek,2
Damosides,Mycenaean Greek,2
Damosiad,Mycenaean Greek,2
Damosios,Mycenaean Greek,2
Damoseus,Mycenaean Greek,2
Damosid,Mycenaean Greek,2
Iasonides,Mycenaean Greek,2
Iasoniad,Mycenaean Greek,2
Iasonios,Mycenaean Greek,2
Iasoneus,Mycenaean Greek,1
Iasonid,Mycenaean Greek,1
Pylasides,Mycenaean Greek,1
Pylasiad,Mycenaean Greek,1
Pylasios,Mycenaean Greek,1
Pylaseus,Mycenaean Greek,1
Pylasid,Mycenaean Greek,1
Akamasides,Mycenaean Greek,1
Akamasiad,Mycenaean Greek,1
Akamasios,Mycenaean Greek,1
Akamaseus,Mycenaean Greek,1
Akamasid,Mycenaean Greek,1
Areionides,Mycenaean Greek,1
Areioniad,Mycenaean Greek,1
Areionios,Mycenaean Greek,1
Areioneus,Mycenaean Greek,1
Areionid,Mycenaean Greek,1
Atreusides,Mycenaean Greek,1
Atreusiad,Mycenaean Greek,1
Atreusios,Mycenaean Greek,1
Atreuseus,Mycenaean Greek,1
Atreusid,Mycenaean Greek,1
Hektorides,Mycenaean Greek,1
Hektoriad,Mycenaean Greek,1
DeClare,Norman Norse-French Hybrid,3
DeVere,Norman Norse-French Hybrid,3
DeMowbray,Norman Norse-French Hybrid,3
DeMortemer,Norman Norse-French Hybrid,3
DeTosny,Norman Norse-French Hybrid,3
DeBeaumont,Norman Norse-French Hybrid,3
FitzOsbern,Norman Norse-French Hybrid,3
FitzRichard,Norman Norse-French Hybrid,3
FitzRobert,Norman Norse-French Hybrid,3
FitzRoger,Norman Norse-French Hybrid,3
FitzHamon,Norman Norse-French Hybrid,2
FitzTurstin,Norman Norse-French Hybrid,2
Anquetil,Norman Norse-French Hybrid,2
Giffard,Norman Norse-French Hybrid,2
Baskerville,Norman Norse-French Hybrid,2
Mandeville,Norman Norse-French Hybrid,2
Montgomery,Norman Norse-French Hybrid,2
Paynel,Norman Norse-French Hybrid,2
FitzIvo,Norman Norse-French Hybrid,2
DeIvo,Norman Norse-French Hybrid,2
Ivoville,Norman Norse-French Hybrid,2
Ivomont,Norman Norse-French Hybrid,2
Ivocourt,Norman Norse-French Hybrid,2
FitzFulk,Norman Norse-French Hybrid,2
DeFulk,Norman Norse-French Hybrid,1
Fulkville,Norman Norse-French Hybrid,1
Fulkmont,Norman Norse-French Hybrid,1
Fulkcourt,Norman Norse-French Hybrid,1
FitzDrogo,Norman Norse-French Hybrid,1
DeDrogo,Norman Norse-French Hybrid,1
Drogoville,Norman Norse-French Hybrid,1
Drogomont,Norman Norse-French Hybrid,1
Drogocourt,Norman Norse-French Hybrid,1
DeHamon,Norman Norse-French Hybrid,1
Hamonville,Norman Norse-French Hybrid,1
Hamonmont,Norman Norse-French Hybrid,1
Hamoncourt,Norman Norse-French Hybrid,1
FitzHrolf,Norman Norse-French Hybrid,1
DeHrolf,Norman Norse-French Hybrid,1
Hrolfville,Norman Norse-French Hybrid,1
Hrolfmont,Norman Norse-French Hybrid,1
Hrolfcourt,Norman Norse-French Hybrid,1
FitzNigel,Norman Norse-French Hybrid,1
DeNigel,Norman Norse-French Hybrid,1
Nigelville,Norman Norse-French Hybrid,1
Nigelmont,Norman Norse-French Hybrid,1
Nigelcourt,Norman Norse-French Hybrid,1
FitzRaoul,Norman Norse-French Hybrid,1
Berenguer,Old Catalan,3
Folch,Old Catalan,3
Montcada,Old Catalan,3
Cardona,Old Catalan,3
Cervera,Old Catalan,3
Besalu,Old Catalan,3
Urgell,Old Catalan,3
Rocaberti,Old Catalan,3
Empuries,Old Catalan,3
Pallars,Old Catalan,3
Roussillon,Old Catalan,2
Vilamur,Old Catalan,2
Castellbo,Old Catalan,2
Cabrera,Old Catalan,2
Anglesola,Old Catalan,2
Queralt,Old Catalan,2
Torroja,Old Catalan,2
Pinatell,Old Catalan,2
Hugez,Old Catalan,2
Huges,Old Catalan,2
Hugiz,Old Catalan,2
Hugano,Old Catalan,2
Hugeiro,Old Catalan,2
Folcez,Old Catalan,2
Folces,Old Catalan,1
Folciz,Old Catalan,1
Folcano,Old Catalan,1
Folceiro,Old Catalan,1
Miroez,Old Catalan,1
Miroes,Old Catalan,1
Miroiz,Old Catalan,1
Miroano,Old Catalan,1
Miroeiro,Old Catalan,1
Perez,Old Catalan,1
Peres,Old Catalan,1
