innovation_id,source_id,source_link,source_title,analogue_name,category,domain,era_id,history_year,history_year_from,history_year_to,rank,spreadability,complexity,starter_prevalence,prerequisite_ids,curation_status,notes
william_otis_invents_the_steam_shovel,invsrc_0315,Timeline of historic inventions.wiki:567,William Otis invents the steam shovel,steam shovels,energy,power,industrial,1839,1839,1839,8,0.226,0.905,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
john_herschel_invents_the_blueprint,invsrc_0321,Timeline of historic inventions.wiki:576,John Herschel invents the blueprint,blueprint copying,craft,toolmaking,industrial,1840,1840,1840,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
alexander_bain_devises_a_printing_telegraph,invsrc_0322,Timeline of historic inventions.wiki:577,Alexander Bain devises a printing telegraph,printing telegraphs,communication,writing,industrial,1841,1841,1841,8,0.616,0.685,0,francis_ronalds,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
john_bennet_lawes,invsrc_0324,Timeline of historic inventions.wiki:579,John Bennet Lawes,superphosphate fertilizer,administration,accounting,industrial,1842,1842,1842,8,0.496,0.745,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
william_robert_grove_invents_the_first_fuel_cell,invsrc_0323,Timeline of historic inventions.wiki:578,William Robert Grove invents the first fuel cell,fuel cells,craft,toolmaking,industrial,1842,1842,1842,8,0.436,0.605,0,alessandro_volta,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
francis_rynd_invents_the_hypodermic_needle,invsrc_0326,Timeline of historic inventions.wiki:581,Francis Rynd invents the hypodermic needle,hypodermic needles,craft,toolmaking,industrial,1844,1844,1844,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
friedrich_gottlob_keller,invsrc_0325,Timeline of historic inventions.wiki:580,Friedrich Gottlob Keller,wood-pulp paper,communication,writing,industrial,1844,1844,1844,8,0.616,0.685,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
horace_wells,invsrc_0327,Timeline of historic inventions.wiki:582,Horace Wells,inhaled dental anesthesia,domestic,household,industrial,1844,1844,1844,8,0.596,0.485,0,hanaoka_seishu,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
isaac_charles_johnson_invents_modern_portland_cement,invsrc_0328,Timeline of historic inventions.wiki:583,Isaac Charles Johnson invents modern Portland cement,Portland cement,material,materials,industrial,1845,1845,1845,8,0.396,0.685,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
elias_howe,invsrc_0330,Timeline of historic inventions.wiki:585,Elias Howe,lockstitch sewing machines,craft,toolmaking,industrial,1846,1846,1846,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
henri_joseph_maus_invents_the_tunnel_boring_machine,invsrc_0329,Timeline of historic inventions.wiki:584,Henri-Joseph Maus invents the tunnel boring machine,tunnel-boring machines,craft,toolmaking,industrial,1846,1846,1846,8,0.436,0.605,0,marc_isambard_brunel_invents_the_tunnelling_shield,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
ascanio_sobrero,invsrc_0331,Timeline of historic inventions.wiki:586,Ascanio Sobrero,nitroglycerin explosives,military,warfare,industrial,1847,1847,1847,8,0.206,0.705,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
jonathan_j,invsrc_0332,Timeline of historic inventions.wiki:587,Jonathan J,pneumatic drills,craft,toolmaking,industrial,1848,1848,1848,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
linus_yale_sr,invsrc_0333,Timeline of historic inventions.wiki:588,Linus Yale Sr,pin tumbler locks,craft,toolmaking,industrial,1848,1848,1848,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
james_b,invsrc_0335,Timeline of historic inventions.wiki:590,James B,reaction water turbines,craft,toolmaking,industrial,1849,1849,1849,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
walter_hunt,invsrc_0334,Timeline of historic inventions.wiki:589,Walter Hunt,magazine repeating rifles,military,warfare,industrial,1849,1849,1849,8,0.206,0.705,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
walter_hunt_invents_the_safety_pin,invsrc_0336,Timeline of historic inventions.wiki:591,Walter Hunt invents the safety pin,safety pins,craft,toolmaking,industrial,1849,1849,1849,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
william_armstrong_invents_the_hydraulic_accumulator,invsrc_0337,Timeline of historic inventions.wiki:594,William Armstrong invents the hydraulic accumulator,hydraulic accumulators,craft,toolmaking,industrial,1850,1850,1850,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
george_jennings,invsrc_0338,Timeline of historic inventions.wiki:595,George Jennings,public flush toilets,culture,art,industrial,1851,1851,1851,8,0.556,0.525,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
elisha_otis_invents_the_safety_brake_elevator,invsrc_0340,Timeline of historic inventions.wiki:597,Elisha Otis invents the safety brake elevator,safety-brake elevators,craft,toolmaking,industrial,1852,1852,1852,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
henri_giffard,invsrc_0341,Timeline of historic inventions.wiki:598,Henri Giffard,powered dirigibles,transport,transport,industrial,1852,1852,1852,8,0.456,0.705,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
robert_bunsen,invsrc_0339,Timeline of historic inventions.wiki:596,Robert Bunsen,chemical vapor deposition,craft,toolmaking,industrial,1852,1852,1852,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
francois_coignet_invents_reinforced_concrete,invsrc_0342,Timeline of historic inventions.wiki:599,François Coignet invents reinforced concrete,reinforced concrete,material,materials,industrial,1853,1853,1853,8,0.396,0.685,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
henry_bessemer,invsrc_0344,Timeline of historic inventions.wiki:601,Henry Bessemer,pneumatic steel converters,material,materials,industrial,1855,1855,1855,8,0.396,0.685,0,early_versions_of_the_bessemer_process_are_developed,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
james_clerk_maxwell,invsrc_0343,Timeline of historic inventions.wiki:600,James Clerk Maxwell,color photography,culture,art,industrial,1855,1855,1855,8,0.596,0.485,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
alexander_parkes,invsrc_0345,Timeline of historic inventions.wiki:602,Alexander Parkes,early plastics,craft,toolmaking,industrial,1856,1856,1856,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
james_harrison,invsrc_0346,Timeline of historic inventions.wiki:603,James Harrison,vapor-compression refrigeration,craft,toolmaking,industrial,1856,1856,1856,8,0.436,0.605,0,william_cullen_invents_the_first_artificial_refrigeration_machine,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
william_henry_perkin,invsrc_0347,Timeline of historic inventions.wiki:604,William Henry Perkin,synthetic aniline dyes,craft,toolmaking,industrial,1856,1856,1856,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
heinrich_geissler_invents_the_geissler_tube,invsrc_0348,Timeline of historic inventions.wiki:605,Heinrich Geissler invents the Geissler tube,gas-discharge tubes,craft,toolmaking,industrial,1857,1857,1857,8,0.436,0.605,0,vacuum_pump_invented,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
phonautograph,invsrc_0349,Timeline of historic inventions.wiki:606,Phonautograph,sound tracing recorders,communication,media,industrial,1857,1857,1857,8,0.556,0.525,0,,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
gaston_plante,invsrc_0350,Timeline of historic inventions.wiki:607,Gaston Planté,lead-acid batteries,energy,power,industrial,1859,1859,1859,8,0.226,0.905,0,alessandro_volta,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
joseph_swan_produces_carbon_fibers,invsrc_0351,Timeline of historic inventions.wiki:610,Joseph Swan produces carbon fibers,carbon fibers,craft,toolmaking,industrial,1860,1860,1860,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
richard_jordan_gatling,invsrc_0352,Timeline of historic inventions.wiki:611,Richard Jordan Gatling,hand-cranked machine guns,military,warfare,industrial,1862,1862,1862,8,0.206,0.705,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
louis_pasteur_invents_the_pasteurization_process,invsrc_0353,Timeline of historic inventions.wiki:612,Louis Pasteur invents the pasteurization process,pasteurization,craft,toolmaking,industrial,1864,1864,1864,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
carl_wilhelm_siemens,invsrc_0354,Timeline of historic inventions.wiki:613,Carl Wilhelm Siemens,regenerative furnaces,material,materials,industrial,1865,1865,1865,8,0.396,0.685,0,blast_furnace,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
alfred_nobel,invsrc_0355,Timeline of historic inventions.wiki:614,Alfred Nobel,stabilized dynamite,military,warfare,industrial,1867,1867,1867,8,0.206,0.705,0,ascanio_sobrero,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
lucien_b,invsrc_0356,Timeline of historic inventions.wiki:615,Lucien B,barbed wire,domestic,household,industrial,1867,1867,1867,8,0.596,0.485,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
polyvinyl_chloride,invsrc_0357,Timeline of historic inventions.wiki:618,Polyvinyl chloride,vinyl polymers,material,materials,industrial,1872,1872,1872,8,0.436,0.605,0,alexander_parkes,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
stainless_steel,invsrc_0358,Timeline of historic inventions.wiki:619,Stainless steel,stainless steels,material,materials,industrial,1872,1872,1872,8,0.396,0.685,0,high_carbon_steel_produced,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
frederick_ransome_invents_the_rotary_kiln,invsrc_0359,Timeline of historic inventions.wiki:620,Frederick Ransome invents the rotary kiln,rotary kilns,craft,craft,industrial,1873,1873,1873,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
william_crookes,invsrc_0360,Timeline of historic inventions.wiki:621,William Crookes,radiometers,science,scholarship,industrial,1873,1873,1873,8,0.616,0.685,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
zenobe_gramme,invsrc_0361,Timeline of historic inventions.wiki:622,Zénobe Gramme,commercial dynamos,energy,power,industrial,1873,1873,1873,8,0.226,0.905,0,michael_faraday_invents_a_method_of_electromagnetic_induction,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
ferdinand_von_zeppelin_invents_the_zeppelin_rigid_airship,invsrc_0363,Timeline of historic inventions.wiki:624,Ferdinand von Zeppelin invents the Zeppelin rigid airship,rigid airships,maritime,navigation,industrial,1874,1874,1874,8,0.496,0.705,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
gustave_trouve_invents_the_first_metal_detector,invsrc_0362,Timeline of historic inventions.wiki:623,Gustave Trouvé invents the first metal detector,metal detectors,material,materials,industrial,1874,1874,1874,8,0.396,0.685,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
fyodor_pirotsky,invsrc_0364,Timeline of historic inventions.wiki:625,Fyodor Pirotsky,electric tramways,energy,power,industrial,1875,1875,1875,8,0.226,0.905,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
alexander_graham_bell,invsrc_0366,Timeline of historic inventions.wiki:627,Alexander Graham Bell,telephones,communication,writing,industrial,1876,1876,1876,8,0.616,0.685,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
nicolaus_august_otto_invents_the_four_stroke_cycle,invsrc_0365,Timeline of historic inventions.wiki:626,Nicolaus August Otto invents the four-stroke cycle,four-stroke engines,craft,toolmaking,industrial,1876,1876,1876,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
thomas_edison_invents_the_first_working_phonograph,invsrc_0367,Timeline of historic inventions.wiki:628,Thomas Edison invents the first working phonograph,phonographs,craft,toolmaking,industrial,1877,1877,1877,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
henry_fleuss,invsrc_0368,Timeline of historic inventions.wiki:629,Henry Fleuss,closed-circuit diving rebreathers,craft,toolmaking,industrial,1878,1878,1878,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
lester_allan_pelton,invsrc_0369,Timeline of historic inventions.wiki:630,Lester Allan Pelton,impulse water turbines,transport,transport,industrial,1878,1878,1878,8,0.456,0.705,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
joseph_swan,invsrc_0370,Timeline of historic inventions.wiki:631,Joseph Swan,incandescent lamps,energy,power,industrial,1879,1879,1879,8,0.226,0.905,0,humphry_davy_invents_the_arc_lamp,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
nikolay_benardos,invsrc_0371,Timeline of historic inventions.wiki:634,Nikolay Benardos,arc welding,craft,toolmaking,industrial,1881,1881,1881,8,0.436,0.605,0,humphry_davy_invents_the_arc_lamp,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
hiram_maxim_invents_the_recoil_operated_maxim_gun_ushering,invsrc_0372,Timeline of historic inventions.wiki:635,"Hiram Maxim invents the recoil-operated Maxim gun, ushering",recoil-operated machine guns,military,warfare,industrial,1884,1884,1884,8,0.206,0.705,0,richard_jordan_gatling,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
karoly_zipernowsky,invsrc_0375,Timeline of historic inventions.wiki:638,Károly Zipernowsky,transformer power grids,energy,power,industrial,1884,1884,1884,8,0.456,0.705,0,zenobe_gramme,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
paul_vieille,invsrc_0373,Timeline of historic inventions.wiki:636,Paul Vieille,smokeless powder,craft,toolmaking,industrial,1884,1884,1884,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
sir_charles_parsons_invents_the_modern_steam_turbine,invsrc_0374,Timeline of historic inventions.wiki:637,Sir Charles Parsons invents the modern steam turbine,compound steam turbines,energy,power,industrial,1884,1884,1884,8,0.226,0.905,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
john_kemp_starley_invents_the_modern_safety_bicycle,invsrc_0376,Timeline of historic inventions.wiki:639,John Kemp Starley invents the modern safety bicycle,chain-drive safety bicycles,craft,toolmaking,industrial,1885,1885,1885,8,0.436,0.605,0,kirkpatrick_macmillan_invents_the_first_bicycle,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
carl_gassner,invsrc_0377,Timeline of historic inventions.wiki:640,Carl Gassner,dry-cell batteries,energy,power,industrial,1886,1886,1886,8,0.226,0.905,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
charles_martin_hall,invsrc_0378,Timeline of historic inventions.wiki:641,Charles Martin Hall,electrolytic aluminum smelting,material,materials,industrial,1886,1886,1886,8,0.556,0.525,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
karl_benz,invsrc_0379,Timeline of historic inventions.wiki:642,Karl Benz,combustion automobiles,energy,power,industrial,1886,1886,1886,8,0.226,0.905,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
carl_josef_bayer,invsrc_0380,Timeline of historic inventions.wiki:643,Carl Josef Bayer,alumina refining,craft,toolmaking,industrial,1887,1887,1887,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
james_blyth,invsrc_0381,Timeline of historic inventions.wiki:644,James Blyth,wind turbines,energy,power,industrial,1887,1887,1887,8,0.226,0.905,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
john_stewart_macarthur,invsrc_0382,Timeline of historic inventions.wiki:645,John Stewart MacArthur,cyanide gold extraction,material,materials,industrial,1887,1887,1887,8,0.456,0.705,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
john_j,invsrc_0383,Timeline of historic inventions.wiki:646,John J,ballpoint pens,craft,toolmaking,industrial,1888,1888,1888,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
practical_pneumatic_tire_was_made,invsrc_0385,Timeline of historic inventions.wiki:648,Practical pneumatic tire was made,pneumatic tires,transport,transport,industrial,1888,1888,1888,8,0.436,0.605,0,charles_goodyear_invents_vulcanized_rubber;john_kemp_starley_invents_the_modern_safety_bicycle,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
thomas_edison,invsrc_0384,Timeline of historic inventions.wiki:647,Thomas Edison,motion-picture viewers,communication,media,industrial,1888,1888,1888,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
frederic_swarts,invsrc_0386,Timeline of historic inventions.wiki:651,Frédéric Swarts,refrigerant gases,material,materials,industrial,1890,1890,1890,8,0.556,0.525,0,william_cullen_invents_the_first_artificial_refrigeration_machine,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
robert_gair_invents_the_pre_cut_cardboard_box,invsrc_0387,Timeline of historic inventions.wiki:652,Robert Gair invents the pre-cut cardboard box,pre-cut cardboard boxes,craft,toolmaking,industrial,1890,1890,1890,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
whitcomb_judson_invents_the_zipper,invsrc_0388,Timeline of historic inventions.wiki:653,Whitcomb Judson invents the zipper,slide fasteners,craft,toolmaking,industrial,1891,1891,1891,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
john_froelich_invented_the_gas_powered_tractor,invsrc_0391,Timeline of historic inventions.wiki:656,John Froelich invented the gas-powered tractor,combustion tractors,energy,power,industrial,1892,1892,1892,8,0.226,0.905,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
leon_bouly_invents_the_cinematograph,invsrc_0389,Timeline of historic inventions.wiki:654,Léon Bouly invents the cinematograph,motion-picture cameras,craft,toolmaking,industrial,1892,1892,1892,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
thomas_ahearn_invents_the_electric_oven,invsrc_0390,Timeline of historic inventions.wiki:655,Thomas Ahearn invents the electric oven,electric ovens,energy,power,industrial,1892,1892,1892,8,0.226,0.905,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
rudolf_diesel_invents_the_diesel_engine,invsrc_0392,Timeline of historic inventions.wiki:657,Rudolf Diesel invents the diesel engine,diesel engines,transport,transport,industrial,1893,1893,1893,8,0.456,0.705,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
william_stewart_halsted,invsrc_0393,Timeline of historic inventions.wiki:658,William Stewart Halsted,surgical gloves,medicine,medicine,industrial,1893,1893,1893,8,0.556,0.525,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
guglielmo_marconi,invsrc_0394,Timeline of historic inventions.wiki:659,Guglielmo Marconi,wireless radio telegraphy,communication,writing,industrial,1895,1895,1895,8,0.616,0.685,0,samuel_morse_invents_morse_code,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
wilhelm_conrad_rontgen_invented_the_first_radiograph,invsrc_0395,Timeline of historic inventions.wiki:660,Wilhelm Conrad Röntgen invented the first radiograph,X-ray imaging,medicine,medicine,industrial,1895,1895,1895,8,0.616,0.685,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
surgical_masks,invsrc_0396,Timeline of historic inventions.wiki:661,Surgical masks,surgical masks,medicine,medicine,industrial,1897,1897,1897,8,0.336,0.785,0,louis_pasteur_invents_the_pasteurization_process,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
hans_von_pechmann,invsrc_0397,Timeline of historic inventions.wiki:662,Hans von Pechmann,polyethylene polymers,material,materials,industrial,1898,1898,1898,8,0.436,0.605,0,alexander_parkes,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
waldemar_jungner,invsrc_0398,Timeline of historic inventions.wiki:663,Waldemar Jungner,nickel-cadmium batteries,material,materials,industrial,1899,1899,1899,8,0.396,0.685,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
vacuum_cleaner,invsrc_0399,Timeline of historic inventions.wiki:668,Vacuum cleaner,motorized suction cleaners,domestic,household,modern,1901,1901,1901,9,0.214,0.94,0,moritz_von_jacobi,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
edouard_benedictus_invents_laminated_glass,invsrc_0401,Timeline of historic inventions.wiki:670,Édouard Bénédictus invents laminated glass,laminated safety glass,material,materials,modern,1903,1903,1903,9,0.384,0.72,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
successful_gas_turbine_is_invented,invsrc_0400,Timeline of historic inventions.wiki:669,Successful gas turbine is invented,gas turbines,craft,toolmaking,modern,1903,1903,1903,9,0.424,0.64,0,sir_charles_parsons_invents_the_modern_steam_turbine,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
fleming_valve,invsrc_0402,Timeline of historic inventions.wiki:671,Fleming valve,vacuum tube diodes,computing,computation,modern,1904,1904,1904,9,0.424,0.64,0,guglielmo_marconi,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
fr_maurice_roy,invsrc_0404,Timeline of historic inventions.wiki:673,Fr:Maurice Roy,subsonic ramjets,transport,transport,modern,1907,1907,1907,9,0.424,0.64,0,successful_gas_turbine_is_invented,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
leo_baekeland_invents_bakelite_the_first_plastic_made,invsrc_0403,Timeline of historic inventions.wiki:672,"Leo Baekeland invents bakelite, the first plastic made",phenolic plastics,craft,toolmaking,modern,1907,1907,1907,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
cellophane_is_invented_by_jacques_e,invsrc_0405,Timeline of historic inventions.wiki:675,Cellophane is invented by Jacques E,cellophane film,craft,toolmaking,modern,1908,1908,1908,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
fritz_haber_invents_the_haber_process,invsrc_0406,Timeline of historic inventions.wiki:676,Fritz Haber invents the Haber process,ammonia synthesis,craft,toolmaking,modern,1909,1909,1909,9,0.424,0.64,0,john_roebuck,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
cloud_chamber_the_first_particle_detector_is_invented,invsrc_0407,Timeline of historic inventions.wiki:679,"Cloud chamber, the first particle detector, is invented",cloud chambers,science,scholarship,modern,1911,1911,1911,9,0.544,0.56,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
bergius_process_is_developed,invsrc_0408,Timeline of historic inventions.wiki:680,Bergius process is developed,coal liquefaction,craft,toolmaking,modern,1913,1913,1913,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
kaplan_turbine_is_invented,invsrc_0409,Timeline of historic inventions.wiki:681,Kaplan turbine is invented,adjustable-blade water turbines,energy,power,modern,1913,1913,1913,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
harry_brearley,invsrc_0410,Timeline of historic inventions.wiki:682,Harry Brearley,stainless steel,material,materials,modern,1915,1915,1915,9,0.384,0.72,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
tanks,invsrc_0411,Timeline of historic inventions.wiki:683,Tanks,armored tracked vehicles,military,warfare,modern,1915,1915,1915,9,0.194,0.74,0,karl_benz;charles_goodyear_invents_vulcanized_rubber,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
czochralski_process,invsrc_0412,Timeline of historic inventions.wiki:684,Czochralski process,single-crystal growth,material,materials,modern,1916,1916,1916,9,0.424,0.64,0,,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
crystal_oscillator_is_invented_by_alexander_m,invsrc_0413,Timeline of historic inventions.wiki:685,Crystal oscillator is invented by Alexander M,crystal oscillators,science,scholarship,modern,1917,1917,1917,9,0.424,0.64,0,fleming_valve,reviewed,curated third pass: local analogue wording tightened while preserving prior balance
fischer_tropsch_process_is_developed,invsrc_0414,Timeline of historic inventions.wiki:688,Fischer-Tropsch process is developed,synthetic fuel catalysis,craft,toolmaking,modern,1925,1925,1925,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
harry_ferguson,invsrc_0417,Timeline of historic inventions.wiki:691,Harry Ferguson,three-point tractor hitches,craft,toolmaking,modern,1926,1926,1926,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
john_logie_baird,invsrc_0418,Timeline of historic inventions.wiki:692,John Logie Baird,mechanical television,communication,media,modern,1926,1926,1926,9,0.424,0.64,0,thomas_edison,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
robert_h,invsrc_0416,Timeline of historic inventions.wiki:690,Robert H,liquid-fuel rockets,transport,transport,modern,1926,1926,1926,9,0.424,0.64,0,rocket,reviewed,curated third pass: local analogue wording tightened while preserving prior balance
yagi_uda_antenna,invsrc_0415,Timeline of historic inventions.wiki:689,Yagi-Uda Antenna,directional radio antennas,communication,media,modern,1926,1926,1926,9,0.424,0.64,0,guglielmo_marconi,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
quartz_clock,invsrc_0419,Timeline of historic inventions.wiki:693,Quartz clock,quartz clocks,science,scholarship,modern,1927,1927,1927,9,0.544,0.56,0,crystal_oscillator_is_invented_by_alexander_m,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
frank_whittle,invsrc_0421,Timeline of historic inventions.wiki:695,Frank Whittle,turbojet engines,transport,transport,modern,1928,1928,1928,9,0.444,0.74,0,successful_gas_turbine_is_invented,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
penicillin,invsrc_0420,Timeline of historic inventions.wiki:694,Penicillin,penicillin antibiotics,medicine,medicine,modern,1928,1928,1928,9,0.324,0.82,0,surgical_masks,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
philo_farnsworth,invsrc_0422,Timeline of historic inventions.wiki:696,Philo Farnsworth,electronic television,communication,media,modern,1928,1928,1928,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
ball_screw_is_invented_by_rudolph_g,invsrc_0423,Timeline of historic inventions.wiki:697,Ball screw is invented by Rudolph G,ball screws,craft,toolmaking,modern,1929,1929,1929,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
phase_contrast_microscopy_is_invented,invsrc_0425,Timeline of historic inventions.wiki:701,Phase-contrast microscopy is invented,phase-contrast microscopy,science,scholarship,modern,1930,1930,1930,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
supersonic_combusting_ramjet,invsrc_0424,Timeline of historic inventions.wiki:700,Supersonic combusting ramjet,scramjets,transport,transport,modern,1930,1930,1930,9,0.424,0.64,0,fr_maurice_roy,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
electron_microscope_is_invented,invsrc_0426,Timeline of historic inventions.wiki:702,Electron microscope is invented,electron microscopes,science,scholarship,modern,1931,1931,1931,9,0.264,0.9,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
